brand,km_driven,fuel,owner,selling_price
Maruti,30000,Petrol,Second Owner,229999
Maruti,70000,Diesel,Second Owner,440000
Chevrolet,60000,Petrol,Second Owner,90000
Maruti,60000,Diesel,First Owner,750000
Honda,80000,Petrol,Second Owner,330000
Maruti,70000,Diesel,Second Owner,715000
Skoda,150000,Diesel,Second Owner,250000
Maruti,150000,Petrol,Second Owner,120000
Ford,25000,Petrol,Third Owner,100000
Skoda,35000,Diesel,Second Owner,850000
Hyundai,48000,Diesel,First Owner,450000
Volkswagen,200000,Diesel,First Owner,240000
Hyundai,90000,Petrol,Third Owner,30000
Maruti,135000,Diesel,First Owner,600000
Chevrolet,110000,Diesel,Second Owner,280000
Hyundai,146000,Diesel,Second Owner,465000
Maruti,44000,Petrol,First Owner,350000
Hyundai,70000,Petrol,First Owner,325000
Tata,271000,Diesel,First Owner,50000
Maruti,120000,Petrol,Third Owner,110000
Tata,80000,Diesel,First Owner,220000
Mahindra,60000,Diesel,First Owner,515000
Maruti,40000,Petrol,First Owner,750000
Hyundai,25000,Petrol,First Owner,350000
Hyundai,15000,Petrol,First Owner,488999
Maruti,27000,Petrol,First Owner,300000
Maruti,35000,Diesel,Second Owner,650000
Maruti,40000,Petrol,First Owner,250000
Maruti,40000,Petrol,Third Owner,200000
Mahindra,75262,Diesel,First Owner,950000
Tata,120000,Diesel,First Owner,200000
Hyundai,60000,Petrol,First Owner,276000
Hyundai,40000,Petrol,First Owner,250000
Maruti,80000,Petrol,Second Owner,95000
Tata,70000,Diesel,Second Owner,200000
Hyundai,100000,Diesel,Second Owner,450000
Mahindra,18000,Diesel,First Owner,900000
Tata,175000,Diesel,First Owner,200000
Hyundai,70000,Petrol,Second Owner,200000
Mahindra,91863,Diesel,Second Owner,370000
Tata,100000,Petrol,First Owner,250000
Renault,10000,Petrol,First Owner,290000
Maruti,35000,Diesel,First Owner,900000
Ford,120000,Diesel,Second Owner,325000
Hyundai,30000,Petrol,First Owner,425000
Renault,60000,Petrol,First Owner,315000
Maruti,70000,Petrol,First Owner,300000
Hyundai,70000,Petrol,Second Owner,325000
Hyundai,130000,Diesel,First Owner,900000
Hyundai,133000,Diesel,First Owner,950000
Volkswagen,120000,Diesel,Third Owner,320000
Volkswagen,20000,Petrol,First Owner,500000
Ford,25000,Petrol,First Owner,290000
Tata,90000,Petrol,First Owner,60000
Maruti,140000,Petrol,Third Owner,120000
Honda,103000,Diesel,First Owner,850000
Toyota,23000,Diesel,First Owner,1750000
Honda,128000,Diesel,First Owner,600000
Volkswagen,33000,Diesel,First Owner,620000
Maruti,70000,Petrol,Second Owner,150000
Hyundai,40000,Petrol,Fourth & Above Owner,150000
Tata,40000,Petrol,Fourth & Above Owner,135000
Tata,80000,Diesel,First Owner,200000
Maruti,70000,Diesel,First Owner,730000
Toyota,100000,Diesel,First Owner,800000
Mahindra,90000,Diesel,Second Owner,300000
Ford,112000,Diesel,Second Owner,190000
Honda,50000,Petrol,First Owner,350000
Hyundai,62000,Diesel,Second Owner,509999
Maruti,90000,Diesel,First Owner,400000
Toyota,80000,Diesel,First Owner,800000
Tata,50000,Diesel,First Owner,250000
Hyundai,47552,Diesel,Second Owner,930000
Maruti,40000,Diesel,Second Owner,720000
Ford,15000,Petrol,First Owner,225000
Ford,20000,Diesel,First Owner,950000
Hyundai,52000,Petrol,First Owner,530000
Hyundai,70000,Petrol,First Owner,470000
Mahindra,110000,Diesel,First Owner,650000
Tata,77500,Diesel,Second Owner,540000
Maruti,100000,Diesel,Second Owner,459999
Renault,14700,Petrol,First Owner,325000
Maruti,40000,Petrol,First Owner,240000
Mahindra,32000,Petrol,Second Owner,400000
Maruti,70000,Petrol,Second Owner,70000
Maruti,80000,Petrol,First Owner,250000
Toyota,80000,Diesel,Second Owner,910000
Maruti,25000,Diesel,First Owner,720000
Maruti,50000,Diesel,First Owner,590000
Chevrolet,120000,Diesel,First Owner,434000
Mahindra,170000,Diesel,First Owner,145000
Mahindra,19700,Petrol,First Owner,445000
Hyundai,70000,LPG,First Owner,191000
Ford,50000,Diesel,Fourth & Above Owner,372000
Maruti,90000,Petrol,Second Owner,65000
Hyundai,60000,Petrol,Third Owner,150000
Ford,140000,Diesel,First Owner,300000
Mahindra,120000,Diesel,Third Owner,125000
Tata,40000,Petrol,First Owner,520000
Maruti,70000,Petrol,Third Owner,190000
Datsun,7000,Petrol,First Owner,310000
Toyota,90000,Diesel,First Owner,750000
Mahindra,110000,Diesel,First Owner,750000
Maruti,15000,Petrol,First Owner,350000
Maruti,5000,Petrol,First Owner,360000
Renault,5000,Petrol,First Owner,285000
Maruti,70000,Petrol,Second Owner,160000
Datsun,60000,Petrol,Second Owner,229999
Maruti,120000,Petrol,Third Owner,85000
Datsun,7000,Petrol,First Owner,300000
Mahindra,120000,Diesel,First Owner,675000
Mahindra,145241,Diesel,First Owner,700000
Mahindra,110000,Diesel,First Owner,400000
Renault,30000,Petrol,Third Owner,254999
Mahindra,80000,Diesel,Second Owner,1050000
Maruti,100000,Diesel,First Owner,390000
Toyota,80000,Diesel,First Owner,450000
Toyota,40000,Diesel,Second Owner,1630000
Maruti,50000,Diesel,First Owner,725000
Tata,95500,Diesel,Second Owner,466000
Ford,40000,Petrol,Second Owner,370000
Maruti,70000,Petrol,Third Owner,150000
Maruti,15000,Petrol,First Owner,483000
Hyundai,10000,Petrol,First Owner,470000
Maruti,25000,Diesel,First Owner,950000
Hyundai,50000,Petrol,Third Owner,450000
Toyota,70000,Petrol,First Owner,345000
Maruti,60000,Petrol,First Owner,300000
Maruti,74800,Petrol,Second Owner,160000
Maruti,80000,Petrol,Second Owner,120000
Tata,40000,Petrol,First Owner,500000
Mahindra,40000,Diesel,First Owner,1350000
Hyundai,50000,Diesel,First Owner,455000
Hyundai,45000,Petrol,Second Owner,165000
Maruti,23700,Petrol,First Owner,470000
Maruti,23700,Petrol,First Owner,470000
Jeep,10000,Petrol,First Owner,1520000
Maruti,53473,Petrol,First Owner,229999
Mahindra,100000,Diesel,Second Owner,250000
Mahindra,25000,Diesel,First Owner,1350000
Hyundai,80000,Petrol,First Owner,220000
Hyundai,120000,Diesel,First Owner,360000
Maruti,40000,Petrol,First Owner,350000
Hyundai,70000,Diesel,First Owner,500000
Chevrolet,90000,Diesel,Third Owner,145000
Chevrolet,51000,Petrol,First Owner,300000
Tata,87000,Diesel,First Owner,180000
Hyundai,87000,Petrol,Second Owner,180000
Mahindra,120000,Diesel,Second Owner,200000
Maruti,40000,Diesel,First Owner,530000
Renault,90000,Diesel,Second Owner,620000
Toyota,110000,Petrol,Third Owner,360000
Hyundai,86000,Petrol,Second Owner,245000
Maruti,120000,Diesel,First Owner,370000
Ford,80000,Petrol,Third Owner,130000
Maruti,65000,Petrol,Fourth & Above Owner,70000
Maruti,70000,Petrol,Fourth & Above Owner,70000
Ford,140000,Diesel,Second Owner,650000
Maruti,18000,Petrol,First Owner,610000
Maruti,24000,Petrol,First Owner,300000
Hyundai,60000,Diesel,First Owner,425000
Hyundai,150000,Diesel,Third Owner,450000
Hyundai,108000,Diesel,First Owner,450000
Hyundai,60000,Petrol,Third Owner,340000
Maruti,90000,Diesel,First Owner,650000
Tata,70000,Diesel,First Owner,160000
Tata,120000,Diesel,First Owner,250000
Chevrolet,100000,Diesel,Third Owner,225000
Tata,75958,Diesel,Second Owner,55000
Maruti,70000,Petrol,Third Owner,42000
Tata,100000,Diesel,Second Owner,250000
Hyundai,128000,Diesel,Fourth & Above Owner,282000
Tata,110000,Diesel,Third Owner,80000
Maruti,40000,Petrol,First Owner,500000
Ford,70000,Diesel,First Owner,500000
Maruti,60000,Diesel,First Owner,400000
Mahindra,90000,Diesel,First Owner,550000
Tata,70000,Diesel,Second Owner,200000
Hyundai,65000,Petrol,First Owner,280000
Maruti,88000,Diesel,First Owner,580000
Tata,80000,Diesel,Third Owner,100000
Mahindra,60000,Diesel,First Owner,550000
Mahindra,38000,Diesel,First Owner,700000
Tata,80000,Petrol,Third Owner,150000
Hyundai,60000,Petrol,Second Owner,190000
Mahindra,110000,Diesel,First Owner,500000
Maruti,110000,Diesel,First Owner,640000
Skoda,145000,Diesel,First Owner,340000
Hyundai,43000,Diesel,First Owner,811000
Maruti,120000,Diesel,First Owner,409999
Maruti,136000,Petrol,Second Owner,220000
Tata,120000,Diesel,Second Owner,170000
Hyundai,25000,Petrol,First Owner,700000
Mahindra,80000,Diesel,Second Owner,950000
Hyundai,40000,Petrol,Second Owner,80000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Maruti,120000,Diesel,Second Owner,420000
Maruti,35000,Diesel,First Owner,899000
Datsun,35000,Petrol,First Owner,459999
Hyundai,120000,Diesel,Second Owner,150000
Renault,25000,Petrol,First Owner,350000
Toyota,100000,Diesel,Second Owner,509999
Mahindra,120000,Diesel,Third Owner,500000
Tata,35000,Petrol,First Owner,370000
Maruti,44000,Petrol,Second Owner,240000
Hyundai,100000,Diesel,Second Owner,530000
Mahindra,133000,Diesel,Second Owner,1000000
Toyota,35000,Diesel,Second Owner,1600000
Hyundai,64000,Petrol,First Owner,350000
Mahindra,70000,Diesel,First Owner,1100000
Hyundai,70000,Petrol,First Owner,220000
Hyundai,100000,Petrol,First Owner,350000
Maruti,90000,Diesel,Second Owner,370000
Maruti,50000,Petrol,First Owner,220000
Chevrolet,80000,Diesel,First Owner,200000
Mahindra,50000,Diesel,First Owner,400000
Fiat,55000,Petrol,First Owner,150000
Toyota,40000,Petrol,First Owner,1500000
Maruti,70000,Petrol,Second Owner,130000
Maruti,80000,Petrol,Second Owner,185000
Hyundai,80000,Petrol,Second Owner,110000
Mahindra,120000,Diesel,First Owner,450000
Hyundai,20000,Petrol,Second Owner,500000
Ford,31596,Petrol,First Owner,570000
Mahindra,85710,Diesel,First Owner,650000
Toyota,129627,Diesel,First Owner,1680000
Datsun,10000,Petrol,First Owner,250000
Hyundai,15000,Petrol,First Owner,320000
Maruti,35000,Petrol,First Owner,440000
Hyundai,49000,Petrol,Second Owner,315000
Hyundai,70000,Petrol,Third Owner,100000
Tata,158000,Diesel,First Owner,202999
Hyundai,30000,Petrol,Second Owner,179000
Hyundai,60000,Petrol,Second Owner,140000
Maruti,40000,Petrol,Second Owner,150000
Mahindra,60000,Diesel,Second Owner,440000
Ford,55130,Diesel,Second Owner,250000
Maruti,22000,Petrol,First Owner,330000
Ford,48000,Petrol,First Owner,250000
Hyundai,45000,Petrol,First Owner,335000
Mahindra,22522,Diesel,First Owner,1025000
Hyundai,51856,Petrol,Third Owner,320000
Maruti,29434,Petrol,First Owner,550000
Honda,25000,Diesel,First Owner,800000
Tata,28000,Petrol,Second Owner,380000
Renault,44500,Diesel,Second Owner,400000
Maruti,34500,Petrol,First Owner,375000
Honda,20000,Petrol,First Owner,1100000
Hyundai,15000,Petrol,First Owner,650000
Nissan,26000,Petrol,First Owner,361000
Hyundai,20000,Petrol,First Owner,140000
Hyundai,3000,Petrol,First Owner,550000
Honda,20000,Petrol,First Owner,670000
Maruti,25000,Diesel,First Owner,880000
Ford,35000,Diesel,First Owner,950000
Chevrolet,60000,Diesel,First Owner,300000
Honda,6825,Petrol,First Owner,1150000
Chevrolet,155000,Diesel,First Owner,450000
Maruti,50000,CNG,First Owner,375000
Maruti,13500,Petrol,First Owner,600000
Toyota,260000,Diesel,First Owner,700000
Hyundai,65000,Diesel,First Owner,600000
Mahindra,95000,Diesel,Second Owner,630000
Maruti,40000,Petrol,Second Owner,590000
Hyundai,30000,Petrol,First Owner,420000
Mitsubishi,120000,Diesel,First Owner,1950000
Tata,112011,Diesel,First Owner,541000
Toyota,125000,Diesel,First Owner,900000
Toyota,125000,Diesel,First Owner,900000
Tata,43000,Diesel,First Owner,250000
Mahindra,53534,Diesel,First Owner,670000
Tata,20000,Petrol,First Owner,530000
Chevrolet,70000,Diesel,Second Owner,150000
Mahindra,70000,Diesel,Third Owner,550000
Mahindra,150000,Diesel,First Owner,650000
Tata,100000,Diesel,Second Owner,180000
Mahindra,50000,Diesel,First Owner,585000
Hyundai,120000,Petrol,Second Owner,345000
Maruti,110000,Diesel,Third Owner,350000
Honda,140000,Petrol,First Owner,725000
Tata,120000,Diesel,First Owner,250000
Maruti,70000,Petrol,Second Owner,45000
Toyota,248119,Diesel,Fourth & Above Owner,409999
Renault,16500,Petrol,Second Owner,325000
Maruti,9900,Petrol,First Owner,350000
Maruti,80000,Petrol,Third Owner,180000
Fiat,100000,Petrol,Second Owner,150000
Maruti,20000,Petrol,First Owner,700000
Maruti,90000,Diesel,First Owner,795000
Mahindra,15000,Diesel,First Owner,950000
Volkswagen,75000,Diesel,First Owner,885000
Maruti,140000,Diesel,First Owner,160000
Hyundai,120000,Diesel,Second Owner,300000
Volkswagen,75000,Diesel,First Owner,950000
Maruti,90000,Diesel,First Owner,549000
Audi,20000,Diesel,First Owner,3000000
Toyota,61000,Diesel,First Owner,1200000
Renault,100000,Diesel,Second Owner,570000
Mahindra,60000,Diesel,Second Owner,800000
Hyundai,100000,Diesel,First Owner,375000
Mahindra,170000,Diesel,Third Owner,300000
Toyota,100000,Petrol,Second Owner,350000
Mahindra,120000,Diesel,Second Owner,400000
Volkswagen,50000,Diesel,First Owner,434999
Toyota,120000,Petrol,Second Owner,200000
Maruti,25000,Petrol,First Owner,260000
Maruti,24019,Diesel,First Owner,450000
Hyundai,80000,Diesel,Second Owner,459999
Maruti,100000,Diesel,Second Owner,210000
Maruti,93000,Petrol,Second Owner,540000
Maruti,50000,Diesel,First Owner,710000
Maruti,22000,Petrol,First Owner,285000
Hyundai,19600,Diesel,First Owner,990000
Tata,104000,Petrol,First Owner,362000
Ford,33000,Diesel,First Owner,880000
Mahindra,60000,Diesel,First Owner,700000
Mahindra,60000,Diesel,First Owner,600000
Nissan,40000,Petrol,First Owner,700000
Tata,60000,Diesel,First Owner,400000
Hyundai,80000,LPG,First Owner,165000
Toyota,376412,Diesel,Second Owner,350000
Maruti,80000,Petrol,Third Owner,425000
Hyundai,70000,Petrol,First Owner,180000
Maruti,90000,Petrol,Third Owner,170000
Mahindra,183000,Diesel,First Owner,370000
Maruti,27000,Diesel,First Owner,800000
Ford,35000,Diesel,First Owner,900000
Maruti,120000,Diesel,First Owner,390000
Maruti,80000,Diesel,Second Owner,445000
Maruti,70000,Diesel,Fourth & Above Owner,459999
Maruti,55000,LPG,First Owner,275000
Maruti,120000,Diesel,Second Owner,200000
Maruti,72000,Petrol,Second Owner,350000
Tata,120000,Diesel,Second Owner,95000
Toyota,250000,Diesel,First Owner,550000
Chevrolet,100000,Diesel,First Owner,900000
Tata,120000,Diesel,Second Owner,350000
Nissan,50000,Petrol,First Owner,325000
Hyundai,32000,Petrol,First Owner,455999
Maruti,60000,Petrol,First Owner,129000
Maruti,40000,Petrol,First Owner,254000
Ford,48000,Diesel,First Owner,570000
Nissan,30000,Diesel,First Owner,840000
Tata,100000,Diesel,Second Owner,235000
Mahindra,50000,Diesel,First Owner,700000
Hyundai,40000,Petrol,Second Owner,140000
Hyundai,5000,Petrol,First Owner,528000
Jeep,12000,Diesel,First Owner,1500000
Mahindra,72000,Diesel,First Owner,560000
Mahindra,70000,Diesel,First Owner,600000
Chevrolet,50000,Petrol,Second Owner,102000
Mahindra,70000,Diesel,Second Owner,750000
Chevrolet,70000,Petrol,Third Owner,148000
Maruti,50000,Petrol,First Owner,650000
Volkswagen,40000,Petrol,First Owner,310000
Hyundai,30000,Petrol,First Owner,480000
Maruti,15000,Petrol,First Owner,320000
Honda,40000,Petrol,First Owner,750000
Nissan,40000,Petrol,First Owner,370000
Maruti,60000,Petrol,Fourth & Above Owner,320000
Maruti,67000,Petrol,First Owner,420000
Maruti,60000,Petrol,Second Owner,240000
Datsun,60000,Petrol,First Owner,220000
Tata,30000,Petrol,First Owner,350000
Honda,40000,Diesel,First Owner,675000
Toyota,50000,Petrol,Second Owner,434999
Honda,200000,Petrol,Third Owner,125000
Mahindra,14000,Petrol,Second Owner,400000
Chevrolet,70000,Diesel,First Owner,425000
Maruti,94000,Diesel,Second Owner,311000
Chevrolet,197000,Diesel,First Owner,509999
Ford,79000,Diesel,Second Owner,530000
Skoda,120000,Diesel,Second Owner,210000
Mahindra,30000,Diesel,First Owner,977000
Maruti,20000,Petrol,First Owner,440000
Maruti,17000,Petrol,First Owner,440000
Hyundai,20000,Petrol,First Owner,655000
Renault,60000,Petrol,First Owner,295000
Hyundai,20000,Petrol,First Owner,655000
Hyundai,70000,Petrol,Third Owner,65000
Tata,150000,Diesel,First Owner,1200000
Tata,35000,Diesel,First Owner,1251000
Tata,60000,Diesel,First Owner,200000
Hyundai,40000,Diesel,First Owner,750000
Maruti,60000,CNG,First Owner,400000
Honda,57000,Petrol,First Owner,475000
Tata,120000,Diesel,Second Owner,110000
Renault,30000,Petrol,First Owner,350000
Maruti,175000,Diesel,First Owner,450000
Tata,90000,Diesel,First Owner,150000
Tata,110000,Diesel,Second Owner,80000
Hyundai,35000,Petrol,Second Owner,430000
Toyota,81000,Diesel,First Owner,1450000
Chevrolet,100000,Diesel,First Owner,360000
Tata,60000,Diesel,First Owner,1445000
Honda,60000,Diesel,First Owner,670000
Mercedes-Benz,70000,Petrol,First Owner,2000000
Maruti,83000,Petrol,Second Owner,175000
Honda,50000,Diesel,First Owner,440000
Hyundai,90000,Diesel,First Owner,254999
Datsun,65000,Petrol,First Owner,530000
Mahindra,40000,Diesel,Second Owner,890000
Volkswagen,80000,Diesel,Second Owner,280000
Maruti,35000,Petrol,First Owner,725000
Mahindra,30000,Diesel,First Owner,700000
Maruti,70000,Petrol,First Owner,90000
Hyundai,100000,Petrol,Second Owner,287000
Hyundai,55000,Petrol,First Owner,1380000
Toyota,80000,Diesel,Second Owner,750000
Hyundai,40000,Petrol,First Owner,650000
Maruti,108916,Petrol,Second Owner,240000
Hyundai,40000,Petrol,Second Owner,290000
Hyundai,80000,Petrol,First Owner,229999
Honda,50000,Diesel,Second Owner,1000000
Hyundai,90000,Petrol,Second Owner,200000
Maruti,70000,Petrol,Fourth & Above Owner,90000
Hyundai,90000,Diesel,First Owner,330000
Maruti,70000,Diesel,First Owner,200000
Mahindra,31000,Diesel,First Owner,420000
Maruti,120000,Diesel,Second Owner,260000
Hyundai,40000,Petrol,First Owner,590000
Maruti,180000,Diesel,First Owner,545000
Maruti,90000,Petrol,Second Owner,210000
Honda,110000,Petrol,Second Owner,185000
Maruti,59000,Petrol,Second Owner,125000
Hyundai,60000,Petrol,Second Owner,280000
Hyundai,89500,Petrol,First Owner,99000
Maruti,70000,Petrol,Second Owner,98000
Tata,190000,Diesel,First Owner,100000
Mahindra,180000,Diesel,First Owner,250000
Toyota,150000,Diesel,Second Owner,750000
Chevrolet,130000,Diesel,Second Owner,160000
Hyundai,120000,Diesel,Second Owner,509999
Tata,80000,Diesel,Second Owner,95000
Hyundai,80000,Diesel,Second Owner,525000
Datsun,20000,Petrol,First Owner,278000
Maruti,60000,Petrol,Second Owner,50000
Volkswagen,120000,Diesel,Third Owner,254999
Maruti,10000,Petrol,First Owner,675000
Maruti,147000,Diesel,Second Owner,600000
Maruti,51000,Diesel,First Owner,950000
Honda,60000,Petrol,Third Owner,229999
Toyota,220000,Diesel,First Owner,600000
Maruti,20000,Petrol,First Owner,330000
Maruti,40000,Petrol,First Owner,350000
Volkswagen,35000,Petrol,First Owner,560000
Maruti,30000,Petrol,First Owner,440000
Maruti,90000,Petrol,Second Owner,220000
Maruti,110000,Diesel,Second Owner,750000
Mahindra,140000,Diesel,First Owner,800000
Tata,104000,Diesel,Second Owner,59259
Maruti,9000,Petrol,First Owner,740000
Maruti,19000,Petrol,Second Owner,570000
Maruti,20000,Petrol,First Owner,430000
Maruti,70000,Diesel,First Owner,800000
Hyundai,53000,Diesel,First Owner,450000
Maruti,105000,Diesel,Second Owner,420000
Mahindra,16000,Diesel,First Owner,750000
Maruti,7200,Petrol,First Owner,780000
Volkswagen,77000,Diesel,Second Owner,320000
Mahindra,40000,Diesel,First Owner,690000
Maruti,70000,Diesel,Second Owner,375000
Ford,50000,Petrol,First Owner,620000
Hyundai,85000,LPG,First Owner,300000
Maruti,58000,Petrol,Second Owner,370000
Mahindra,85000,Diesel,First Owner,770000
Hyundai,65000,Petrol,First Owner,500000
Mahindra,120000,Diesel,First Owner,450000
Hyundai,50000,Petrol,Second Owner,195000
Maruti,30000,Petrol,First Owner,472000
Maruti,58000,Petrol,Second Owner,250000
Chevrolet,70000,Diesel,Second Owner,165000
Tata,110000,Diesel,Second Owner,525000
Maruti,65000,Petrol,Third Owner,145000
Tata,100000,Diesel,First Owner,325000
Mahindra,60000,Diesel,Second Owner,660000
Ford,90000,Diesel,Second Owner,310000
Mahindra,200000,Diesel,First Owner,250000
Ford,100000,Diesel,Second Owner,330000
Ford,80000,Diesel,Second Owner,250000
Mahindra,60000,Diesel,First Owner,650000
Maruti,40000,Petrol,First Owner,305000
Maruti,50000,Diesel,First Owner,600000
Maruti,110000,Petrol,First Owner,280000
Tata,50000,Diesel,Second Owner,153000
Mahindra,30000,Diesel,First Owner,700000
Renault,40000,Petrol,First Owner,325000
Maruti,40000,Petrol,First Owner,305000
Maruti,70000,Petrol,Second Owner,155000
Maruti,80000,Petrol,Third Owner,235000
Tata,100000,Diesel,Fourth & Above Owner,60000
Maruti,15000,Petrol,First Owner,500000
Mahindra,150000,Diesel,Second Owner,120000
Maruti,63000,Petrol,Third Owner,155000
Skoda,88000,Diesel,First Owner,675000
Toyota,80000,Diesel,First Owner,950000
Mahindra,59865,Diesel,First Owner,1051000
Volkswagen,60000,Diesel,First Owner,591000
Hyundai,72000,Diesel,First Owner,585000
Honda,68140,Petrol,First Owner,1025000
Maruti,53190,Diesel,First Owner,450000
Hyundai,70100,Diesel,First Owner,484999
Honda,47725,Diesel,First Owner,650000
Maruti,70195,Diesel,Second Owner,434999
Ford,77395,Diesel,Second Owner,195000
Mahindra,17000,Diesel,First Owner,1000000
Hyundai,64000,Diesel,First Owner,650000
Chevrolet,74321,Diesel,First Owner,190000
Maruti,80235,Diesel,Second Owner,409999
Hyundai,77150,Diesel,First Owner,1050000
Volkswagen,69000,Diesel,First Owner,651000
Maruti,57000,Diesel,First Owner,650000
Skoda,89000,Diesel,First Owner,750000
Volkswagen,61100,Diesel,First Owner,799000
Skoda,116000,Diesel,First Owner,355000
Hyundai,80000,Diesel,First Owner,600000
Maruti,26000,Diesel,First Owner,685000
Maruti,100000,Diesel,First Owner,509999
Maruti,82300,CNG,Second Owner,150000
Maruti,82050,Diesel,First Owner,650000
Toyota,74500,Diesel,First Owner,400000
Mahindra,120000,Diesel,Second Owner,675000
Renault,30000,Petrol,First Owner,319000
Honda,6000,Petrol,First Owner,640000
Hyundai,30000,Petrol,First Owner,650000
Maruti,70000,Diesel,First Owner,650000
Maruti,70000,CNG,Second Owner,155000
Maruti,70000,Diesel,First Owner,650000
Maruti,120000,Diesel,First Owner,175000
Hyundai,76000,Diesel,Third Owner,375000
Hyundai,80000,Diesel,Second Owner,430000
Tata,110000,Diesel,Second Owner,65000
Hyundai,70000,Petrol,Third Owner,150000
Hyundai,13000,Petrol,First Owner,620000
Ford,60000,Petrol,Second Owner,250000
Maruti,165000,Diesel,First Owner,275000
Chevrolet,120000,Diesel,Second Owner,454000
Mahindra,30000,Diesel,Second Owner,600000
Volkswagen,100000,Diesel,Second Owner,400000
Mahindra,187000,Diesel,Second Owner,180000
Maruti,70000,Diesel,First Owner,750000
Maruti,40000,Petrol,First Owner,500000
Audi,22000,Diesel,First Owner,2825000
Honda,5500,Diesel,First Owner,2125000
BMW,18000,Diesel,First Owner,3350000
Honda,1500,Petrol,First Owner,840000
Honda,46000,Diesel,First Owner,1000000
Maruti,24400,Diesel,First Owner,740000
Volkswagen,29899,Diesel,First Owner,1290000
Toyota,20000,Diesel,First Owner,1800000
Hyundai,2000,Petrol,First Owner,775000
Renault,34000,Diesel,First Owner,695000
Hyundai,31000,Petrol,First Owner,730000
Chevrolet,46000,Diesel,Second Owner,1295000
Isuzu,121000,Diesel,First Owner,1160000
Mercedes-Benz,60000,Diesel,First Owner,3300000
Hyundai,7000,Petrol,First Owner,540000
Maruti,10000,Petrol,First Owner,434999
Mercedes-Benz,6000,Diesel,First Owner,4600000
Force,20000,Diesel,First Owner,910000
Hyundai,59235,Diesel,First Owner,850000
BMW,21000,Diesel,First Owner,5800000
Honda,48000,Diesel,First Owner,520000
Mahindra,114000,Diesel,First Owner,650000
Maruti,120000,Diesel,Second Owner,430000
Hyundai,144000,Diesel,First Owner,360000
Hyundai,144000,Diesel,First Owner,350000
Maruti,190000,Diesel,First Owner,791000
Toyota,190000,Diesel,Second Owner,950000
Maruti,20000,Diesel,First Owner,690000
Hyundai,40000,Diesel,Second Owner,860000
Maruti,100000,Diesel,First Owner,371000
Tata,60000,Diesel,Second Owner,45000
Ford,201000,Diesel,First Owner,55000
Volkswagen,110000,Diesel,First Owner,240000
Maruti,77215,Diesel,Second Owner,495000
Maruti,50000,Petrol,First Owner,170000
Honda,48228,Petrol,First Owner,671000
Maruti,58559,Diesel,First Owner,693000
Maruti,72179,Diesel,First Owner,352000
Honda,50856,Diesel,First Owner,802999
Honda,18300,Petrol,First Owner,890000
Maruti,59292,Diesel,First Owner,495000
Maruti,10000,Petrol,First Owner,545000
Maruti,21147,Petrol,First Owner,775000
Honda,69000,Diesel,First Owner,925000
Mahindra,10000,Diesel,First Owner,1450000
Maruti,16000,Diesel,First Owner,790000
Toyota,36000,Diesel,First Owner,1789999
Maruti,37000,Petrol,First Owner,620000
Maruti,61173,Diesel,First Owner,375000
Maruti,77321,Diesel,First Owner,595000
Audi,30000,Diesel,First Owner,2450000
Mahindra,75000,Diesel,First Owner,850000
Maruti,51000,Petrol,First Owner,750000
Maruti,17000,Petrol,First Owner,775000
Maruti,100000,Diesel,Second Owner,260000
Audi,35000,Diesel,Second Owner,2000000
Hyundai,10000,Petrol,First Owner,300000
Mahindra,91567,Diesel,Third Owner,1300000
Maruti,50000,Petrol,First Owner,380000
Hyundai,60000,Petrol,First Owner,480000
Maruti,35000,Petrol,Second Owner,240000
Hyundai,33400,Petrol,First Owner,500000
Maruti,36000,Petrol,First Owner,420000
Ford,180000,Diesel,Second Owner,130000
Maruti,80000,Petrol,First Owner,110000
Maruti,120000,Petrol,Second Owner,120000
Maruti,80000,Diesel,First Owner,700000
Maruti,120000,Diesel,First Owner,550000
Tata,110000,Diesel,Second Owner,190000
Toyota,70000,Diesel,First Owner,665000
Mahindra,120000,Diesel,Second Owner,445000
Hyundai,92686,Diesel,Second Owner,340000
Hyundai,180000,Diesel,First Owner,330000
Tata,80000,Diesel,First Owner,270000
Mahindra,70000,Diesel,First Owner,1044999
Maruti,117000,Diesel,First Owner,279000
Ford,15000,Petrol,First Owner,620000
Skoda,100000,Diesel,Second Owner,250000
Hyundai,83000,Petrol,First Owner,475000
Chevrolet,67600,Diesel,First Owner,750000
Mitsubishi,160000,Diesel,Second Owner,1250000
Hyundai,80000,Petrol,Second Owner,250000
